Date,EventCode,ActionGeo_FullName,ActionGeo_Lat,ActionGeo_Long,AvgTone
2024-12-22,90,"Chicago, Illinois, United States",41.85,-87.6501,-3.4324942791762
2024-12-22,90,"Chicago, Illinois, United States",41.85,-87.6501,-4.13080895008606
2024-12-22,141,"Chicago, Illinois, United States",41.85,-87.6501,0.944934935999713
2024-12-22,111,"Chicago, Illinois, United States",41.85,-87.6501,-3.69948198580585
2024-12-22,90,"Chicago, Illinois, United States",41.85,-87.6501,1.76991150442478
2024-12-22,141,"Chicago, Illinois, United States",41.85,-87.6501,0.944934935999713
2024-12-22,90,"Chicago, Illinois, United States",41.85,-87.6501,-8.95522388059701
2024-12-21,182,"Chicago, Illinois, United States",41.85,-87.6501,-8.33333333333333
2024-12-21,1243,"Chicago, Illinois, United States",41.85,-87.6501,-0.390625
2024-12-21,143,"Chicago, Illinois, United States",41.85,-87.6501,-4.21768707482993
2024-12-21,90,"Chicago, Illinois, United States",41.85,-87.6501,-8.60927152317881
2024-12-21,90,"Chicago, Illinois, United States",41.85,-87.6501,-8.96057347670251
2024-12-21,143,"Chicago, Illinois, United States",41.85,-87.6501,-1.56657963446475
2024-12-21,1043,"Chicago, Illinois, United States",41.85,-87.6501,-0.18281535648994
2024-12-21,114,"Chicago, Illinois, United States",41.85,-87.6501,-3.97401433691757
2024-12-21,141,"Chicago, Illinois, United States",41.85,-87.6501,-0.95652173913043
2024-12-21,143,"Chicago, Illinois, United States",41.85,-87.6501,-4.21768707482993
2024-12-21,90,"Chicago, Illinois, United States",41.85,-87.6501,-7.5
2024-12-21,90,"Chicago, Illinois, United States",41.85,-87.6501,-7.5
2024-12-21,182,"Chicago, Illinois, United States",41.85,-87.6501,-2.36336779911374
2024-12-21,141,"Chicago, Illinois, United States",41.85,-87.6501,0.80830426274143
2024-12-21,141,"Chicago, Illinois, United States",41.85,-87.6501,-0.55335968379446
2024-12-21,143,"Chicago, Illinois, United States",41.85,-87.6501,-2.41379310344828
2024-12-21,111,"Chicago, Illinois, United States",41.85,-87.6501,2.48447204968944
2024-12-21,241,"Chicago, Illinois, United States",41.85,-87.6501,-3.72045054528253
2024-12-21,90,"Chicago, Illinois, United States",41.85,-87.6501,0.486603396465363
2024-12-21,111,"Chicago, Illinois, United States",41.85,-87.6501,-6.37037037037037
2024-12-21,1243,"Chicago, Illinois, United States",41.85,-87.6501,-0.390625
2024-12-20,1043,"Chicago, Illinois, United States",41.85,-87.6501,-0.0200349101448
2024-12-20,90,"Chicago, Illinois, United States",41.85,-87.6501,-5.24625267665953
2024-12-20,111,"Chicago, Illinois, United States",41.85,-87.6501,-1.7781579240923
2024-12-20,111,"Chicago, Illinois, United States",41.85,-87.6501,3.09734513274336
2024-12-20,182,"Chicago, Illinois, United States",41.85,-87.6501,0.355871886121
2024-12-20,143,"Chicago, Illinois, United States",41.85,-87.6501,0.0
2024-12-20,1043,"Chicago, Illinois, United States",41.85,-87.6501,-4.26666666666667
2024-12-20,111,"Chicago, Illinois, United States",41.85,-87.6501,-1.8957345971564
